farmer_id,location,NDVI,avg_rainfall,avg_temp,crop_type,price_of_crop,farm_size_in_squire_meter,previous_loans_count,defaulted_loans_count,crop_yeild_per_squiremeter,total_yield(ksh),sesional_expense,credict_score,interest_rate,loan_limit,loan_duration
FARM_7362,"""3.26963620778531005584000013186596333980560303,41.6077""",0.53,1193,23.6,Sugarcane,85,1564,0,0,2.97,394831.8,96258,550,16.3,139836,17
FARM_7363,"""1.66314439925292578692506140214391052722930908,38.6555""",0.81,646,18.4,Wheat,71,1323,0,0,1.32,123991.56,23905,598,13.3,46394,17
FARM_7364,"""3.50670307953250937060829528491012752056121826,40.3658""",0.28,507,22.9,Cotton,207,876,0,0,1.0,181332.0,35090,523,13.4,62182,27
FARM_7365,"""-2.80734669251345625440308140241540968418121338,37.4431""",0.9,1259,16.6,Coffee,324,1385,1,0,0.63,282706.2,29428,731,12.7,121446,25
FARM_7366,"""3.42225839592537450783993335790000855922698975,37.6307""",0.81,599,24.9,Tomatoes,88,3310,3,0,1.08,314582.4,52672,550,15.5,111415,27
FARM_7367,"""-4.14421085014102530408308666665107011795043945,41.0346""",0.47,1197,28.3,Beans,109,2764,0,0,1.15,346467.4,60724,555,17.3,123429,16
FARM_7368,"""3.56397330806551781989810478989966213703155518,41.1675""",0.38,630,14.1,Maize,73,6459,1,0,1.26,594098.82,137038,622,13.9,228233,27
FARM_7369,"""-1.63961385101523049456773151177912950515747070,35.9095""",0.85,928,26.8,Maize,93,1200,1,1,1.01,112716.0,21020,563,14.6,40531,24
FARM_7370,"""-1.77433500924918163832444406580179929733276367,35.5939""",0.29,1273,21.7,Potatoes,83,3362,1,0,1.95,544139.7,102656,579,14.4,199291,20
FARM_7371,"""0.06242376329757437503076289431191980838775635,37.9699""",0.44,737,23.2,Beans,125,2652,1,0,1.06,351390.0,25654,703,13.9,146852,24
FARM_7372,"""4.04841874582605587562511573196388781070709229,41.2022""",0.26,614,20.7,Cotton,156,1004,1,0,1.05,164455.2,30277,560,10.7,58930,12
FARM_7373,"""-4.25563330846293030873539464664645493030548096,36.5788""",0.87,879,18.3,Vegetables,60,6418,3,1,1.46,562216.8,126624,592,14.1,208957,6
FARM_7374,"""-1.42425193184206877461406293150503188371658325,39.2161""",0.63,453,27.9,Vegetables,75,13793,2,0,1.43,1479299.25,155040,483,18.5,482621,16
FARM_7375,"""3.26611949475502250095360068371519446372985840,39.6652""",0.44,1015,19.8,Coconut,43,1465,0,0,1.11,69924.45,4270,815,9.3,32486,17
FARM_7376,"""-1.01669335985015907297679405019152909517288208,40.2294""",0.39,540,27.4,Coffee,443,1437,1,1,0.8,509272.8,56833,300,21.3,127318,20
FARM_7377,"""-2.84784085234727690760792029323056340217590332,38.5114""",0.51,315,24.8,Tomatoes,75,3048,3,0,1.1,251460.0,27062,621,14.2,96498,19
FARM_7378,"""-0.74941411361787046985227789264172315597534180,37.2196""",0.26,676,21.2,Coffee,348,792,0,0,0.98,270103.68,19179,633,12.9,105003,18
FARM_7379,"""-1.11436173612747513317344782990403473377227783,41.7361""",0.82,591,28.0,Sorghum,50,3262,2,0,0.7,114170.0,14327,644,12.4,44907,27
FARM_7380,"""3.81337067364034165706243584281764924526214600,38.8906""",0.56,100,21.9,Potatoes,87,8230,2,1,1.6,1145616.0,246484,507,15.1,385213,25
FARM_7381,"""2.38598969441080299702662159688770771026611328,39.8285""",0.71,704,26.6,Vegetables,65,3233,2,0,0.79,166014.55,37832,725,12.6,70902,16
FARM_7382,"""-0.00242533158074031973683304386213421821594238,36.7599""",0.36,428,26.4,Beans,88,993,1,1,0.69,60294.96,13040,651,13.4,23892,33
FARM_7383,"""4.49184627051061102775975086842663586139678955,39.3596""",0.55,588,17.6,Maize,61,2470,0,0,1.21,182310.7,43480,677,12.5,74216,24
FARM_7384,"""-0.37291895913391304162587402970530092716217041,36.0624""",0.35,427,19.3,Wheat,57,2040,4,0,1.31,152326.8,35897,684,13.0,62454,18
FARM_7385,"""-4.15838817337144028840612008934840559959411621,35.9608""",0.77,866,21.3,Coffee,352,479,1,0,0.72,121397.76,10494,711,11.9,51139,22
FARM_7386,"""-2.26084880712064073549072418245486915111541748,39.7178""",0.74,697,21.4,Tea,213,3619,0,0,0.72,555009.84,32526,750,8.7,242817,29
FARM_7387,"""-0.64454453396039301793507547699846327304840088,38.1712""",0.3,337,23.6,Cotton,206,1036,0,0,0.94,200611.04,16206,532,16.0,69545,21
FARM_7388,"""-3.24080559544108304237397533142939209938049316,39.4662""",0.25,1054,16.0,Sugarcane,59,7069,0,0,2.43,1013482.53,141342,713,14.5,427774,25
FARM_7389,"""4.11235567481360053676553434343077242374420166,36.1555""",0.78,779,21.9,Sugarcane,62,6115,1,0,2.52,955407.6,210367,639,12.8,373803,21
FARM_7390,"""2.43169474970529009283382038120180368423461914,38.7898""",0.28,577,23.9,Vegetables,125,6313,1,0,1.51,1191578.75,182947,619,15.5,456275,17
FARM_7391,"""-2.20492903602171441690416031633503735065460205,37.5515""",0.58,511,25.0,Beans,146,2277,2,0,1.0,332442.0,76449,472,14.8,106936,21
FARM_7392,"""0.79448216171661734108511154772713780403137207,38.7757""",0.57,685,20.0,Coconut,40,3377,1,0,1.43,193164.4,12285,670,11.1,78071,25
FARM_7393,"""2.00947716111901986124621544149704277515411377,36.3270""",0.34,384,18.4,Tomatoes,66,4043,1,0,1.85,493650.3,117004,611,16.0,187381,9
FARM_7394,"""4.05389403883322163579805419431068003177642822,39.7236""",0.61,1030,20.9,Potatoes,80,8109,0,0,1.29,836848.8,189546,569,15.0,303009,25
FARM_7395,"""3.49920874733131892497794979135505855083465576,40.4474""",0.55,985,23.9,Coffee,261,1231,2,0,0.79,253819.89,47084,683,13.1,103960,21
FARM_7396,"""0.09128770308538758371241783606819808483123779,36.0793""",0.56,619,17.8,Maize,94,924,0,0,1.29,112044.24,10322,707,9.3,47012,7
FARM_7397,"""2.50426936407506417481272364966571331024169922,36.4050""",0.45,603,21.0,Beans,83,348,1,0,1.16,33505.44,7969,701,14.0,13975,32
FARM_7398,"""0.52794621059654112116277246968820691108703613,39.2892""",0.79,479,20.4,Coconut,72,1272,1,0,1.22,111732.48,10451,482,14.5,36406,30
FARM_7399,"""0.44014617742352335483246861258521676063537598,39.5647""",0.26,768,16.6,Wheat,82,1706,2,0,0.84,117509.28,28082,580,13.7,43087,16
FARM_7400,"""-3.63289978745481523247917721164412796497344971,39.6328""",0.51,770,16.5,Coffee,287,491,1,0,0.46,64821.82,15366,512,15.1,21931,24
FARM_7401,"""-3.52691978044978604600601101992651820182800293,39.4616""",0.38,879,27.2,Beans,97,2447,4,0,1.07,253974.13,53887,590,14.1,94182,19
FARM_7402,"""0.22466261970885437193601319449953734874725342,37.1425""",0.79,773,24.8,Wheat,91,4478,0,0,1.11,452322.78,102925,586,14.3,166982,19
FARM_7403,"""-2.19958763169523852099018768058158457279205322,37.1588""",0.36,478,25.5,Potatoes,104,770,2,0,1.69,135335.2,21465,729,10.7,58025,21
FARM_7404,"""-4.50435680711764163675070449244230985641479492,36.0385""",0.74,519,20.8,Coffee,402,2462,2,0,0.87,861059.88,165772,721,12.5,366309,14
FARM_7405,"""2.02240459627197477487925425521098077297210693,35.2547""",0.63,737,22.5,Beans,155,1316,2,0,1.04,212139.2,11528,568,15.8,76724,15
FARM_7406,"""-4.39787465078146588837171293562278151512145996,39.5406""",0.81,527,24.0,Vegetables,56,1932,0,0,1.49,161206.08,8651,628,10.8,62333,15
FARM_7407,"""0.83607462226770756785754201700910925865173340,34.7455""",0.62,1045,27.5,Potatoes,65,3016,3,2,1.38,270535.2,64055,495,18.5,89615,6
FARM_7408,"""0.31450228538402402733709095628000795841217041,41.5023""",0.59,696,23.4,Sugarcane,75,1149,4,0,2.69,231810.75,24429,644,11.8,91179,21
FARM_7409,"""4.30997662237358181158697334467433393001556396,40.6135""",0.76,340,19.7,Potatoes,72,1086,2,0,1.7,132926.4,28474,639,13.2,52007,26
FARM_7410,"""-0.19681780406693238916204791166819632053375244,40.8600""",0.59,677,24.3,Tea,202,616,2,0,0.84,104522.88,13610,432,17.5,31879,16
FARM_7411,"""-4.10850664168648460616850570659153163433074951,41.2534""",0.79,651,12.1,Cotton,208,804,4,0,0.8,133785.6,28490,791,8.3,60817,8
FARM_7412,"""0.43069810060009405816572325420565903186798096,37.2688""",0.23,1039,18.9,Maize,85,2535,1,0,0.66,142213.5,10724,562,15.4,51078,23
FARM_7413,"""3.12219438672974369808343908516690135002136230,40.7736""",0.55,711,22.4,Sorghum,48,1899,2,1,0.39,35549.28,2988,620,14.5,13627,18
FARM_7414,"""4.57069834381739159567814567708410322666168213,35.2645""",0.77,849,24.3,Vegetables,55,527,2,1,1.01,29274.85,5262,650,12.6,11588,22
FARM_7415,"""-0.69780848469162570779644738649949431419372559,34.1731""",0.79,663,24.4,Sugarcane,56,761,1,0,2.6,110801.6,5542,760,9.3,48937,10
FARM_7416,"""-1.72122169478029451994416376692242920398712158,40.2791""",0.78,956,20.6,Sorghum,67,1934,1,0,0.86,111437.08,13491,605,13.9,42021,13
FARM_7417,"""3.73187566165359019265679307864047586917877197,34.5984""",0.62,1031,21.5,Coffee,320,7048,2,0,0.56,1263001.6,84138,593,14.7,469942,15
FARM_7418,"""-2.92144819959207158177605379023589193820953369,41.9082""",0.9,472,20.9,Potatoes,81,901,1,0,1.03,75170.43,7697,677,11.8,30601,16
FARM_7419,"""1.02348890980621831658936571329832077026367188,39.3984""",0.33,553,24.4,Potatoes,46,519,2,1,2.11,50374.14,10894,425,18.9,15217,10
FARM_7420,"""-0.92685585511718615592258174729067832231521606,40.0276""",0.32,647,23.9,Sugarcane,130,808,0,0,1.57,164912.8,38953,658,10.8,65828,12
FARM_7421,"""-4.31793400591333575988528536981903016567230225,35.9664""",0.22,930,21.7,Sugarcane,121,1499,2,0,1.89,342806.31,46891,747,10.6,149549,16
FARM_7422,"""-1.47021718895701081208926552790217101573944092,39.3909""",0.89,539,19.8,Tomatoes,67,629,2,1,1.86,78385.98,16787,530,17.5,27108,26
FARM_7423,"""-2.23337474072512609524210347444750368595123291,34.3458""",0.44,144,23.4,Cotton,182,1895,1,0,1.05,362134.5,19234,698,11.7,150588,18
FARM_7424,"""1.68064773167442815804406563984230160713195801,40.7026""",0.73,902,22.3,Sugarcane,120,2885,1,0,2.23,772026.0,157794,705,11.8,323286,18
FARM_7425,"""4.12375162853483967495549222803674638271331787,35.3570""",0.24,507,27.3,Sugarcane,117,1510,0,0,2.47,436374.9,106287,664,11.9,175277,22
FARM_7426,"""-2.20716115737866891421958825958427041769027710,39.5789""",0.41,617,21.8,Sorghum,59,1416,1,0,0.41,34253.04,6365,725,12.0,14629,22
FARM_7427,"""2.84663323411064084211830049753189086914062500,35.7958""",0.64,603,21.2,Cotton,147,3719,0,0,0.7,382685.1,77066,637,13.5,149407,20
FARM_7428,"""-4.18515370247279161475262299063615500926971436,34.5476""",0.57,180,19.1,Beans,127,3533,0,0,0.74,332031.34,70779,677,12.7,135164,27
FARM_7429,"""0.30452539337026252042051055468618869781494141,37.8519""",0.35,406,27.3,Potatoes,54,907,2,0,1.05,51426.9,6305,713,10.7,21706,12
FARM_7430,"""-4.04388440749798050433128082659095525741577148,35.3543""",0.52,914,22.3,Potatoes,55,1381,2,0,1.81,137478.55,9641,566,14.5,49607,17
FARM_7431,"""3.98650681751494584403872067923657596111297607,39.8356""",0.28,691,22.8,Sugarcane,63,8337,1,0,1.25,656538.75,89269,652,13.7,260427,20
FARM_7432,"""2.42706690918372913756684283725917339324951172,35.9005""",0.58,939,28.0,Cotton,127,2118,1,0,1.16,312023.76,17925,735,11.1,134560,24
FARM_7433,"""1.41893417420270928630543494364246726036071777,36.7398""",0.27,1104,26.1,Tomatoes,33,4639,0,0,1.37,209729.19,38927,582,15.1,77075,26
FARM_7434,"""2.96223634910937860809099220205098390579223633,38.5395""",0.65,292,17.2,Sugarcane,112,891,4,0,1.6,159667.2,35644,588,14.2,59077,14
FARM_7435,"""1.32193409880251788734994988772086799144744873,36.2797""",0.31,617,26.2,Tomatoes,117,654,1,0,0.83,63509.94,14252,632,13.7,24663,22
FARM_7436,"""4.31118289372090846001128738862462341785430908,37.0239""",0.58,672,26.1,Cotton,208,1020,1,0,0.71,150633.6,33271,583,15.7,55421,16
FARM_7437,"""1.93980891514237541173315548803657293319702148,40.5250""",0.29,1078,15.9,Sorghum,53,1155,1,0,0.63,38565.45,4723,611,13.8,14639,18
FARM_7438,"""3.89932506911489529244363438920117914676666260,35.4337""",0.48,430,27.3,Potatoes,108,2173,1,0,1.94,455286.96,78203,507,16.1,153090,20
FARM_7439,"""0.10932659569893399265083644422702491283416748,34.6576""",0.45,782,20.0,Tomatoes,109,2889,1,1,0.83,261367.83,33240,670,14.1,105636,23
FARM_7440,"""-3.61130095926867733524545656109694391489028931,36.6269""",0.73,1021,24.7,Tea,379,1084,0,0,0.79,324560.44,17608,735,10.0,139967,30
FARM_7441,"""0.21205280923405922521851607598364353179931641,37.3950""",0.65,923,20.2,Coconut,65,519,2,1,0.86,29012.1,3477,710,12.2,12209,24
FARM_7442,"""-3.52008269901323256334535471978597342967987061,38.3413""",0.86,828,30.0,Tea,383,1765,1,0,1.07,723314.65,169341,613,15.0,275161,27
FARM_7443,"""0.81018935634056710171080339932814240455627441,36.9794""",0.85,521,22.7,Tomatoes,38,5793,1,0,1.28,281771.52,42148,691,14.5,116348,18
FARM_7444,"""-0.21281453709273456809114577481523156166076660,40.3193""",0.71,972,25.2,Sorghum,53,8964,2,0,0.34,161531.28,30702,605,13.4,60911,17
FARM_7445,"""1.08995119984487054409783013397827744483947754,34.3146""",0.74,298,22.5,Coffee,320,247,1,0,0.61,48214.4,10264,726,13.2,20612,20
FARM_7446,"""-4.60656307619006621933976930449716746807098389,37.4541""",0.64,825,18.3,Vegetables,123,3005,0,0,1.57,580295.55,37141,645,11.4,228491,21
FARM_7447,"""-2.88798342760511417282032198272645473480224609,37.0580""",0.68,267,21.7,Sugarcane,64,6466,0,0,2.88,1191813.12,145519,605,15.5,449413,23
FARM_7448,"""-0.13062698321718269056646022363565862178802490,39.1806""",0.63,1147,17.1,Coconut,99,1001,1,0,1.19,117927.81,29041,599,12.7,44174,13
FARM_7449,"""4.13968312277895389428294947720132768154144287,41.7302""",0.42,413,23.0,Tea,287,1862,5,0,1.43,764183.42,41468,774,11.1,341972,13
FARM_7450,"""-1.13243592469702658576125031686387956142425537,38.0830""",0.45,585,21.3,Coffee,311,3318,3,2,0.66,681052.68,168670,493,16.4,225031,18
FARM_7451,"""-0.75334015770119755472933320561423897743225098,41.8950""",0.6,1117,17.1,Coffee,388,3560,3,0,0.93,1284590.4,266468,689,12.2,529358,30
FARM_7452,"""1.94667362776158636705758908647112548351287842,36.4180""",0.7,812,20.4,Sorghum,50,1006,2,1,0.95,47785.0,3463,579,15.0,17501,12
FARM_7453,"""0.91527264276089770334010609076358377933502197,34.2469""",0.48,518,18.2,Wheat,65,6056,0,0,0.81,318848.4,49785,652,11.9,126477,12
FARM_7454,"""-1.91998680408550104203868613694794476032257080,35.3253""",0.3,730,20.4,Vegetables,58,1578,0,0,1.24,113489.76,27031,754,9.8,49841,18
FARM_7455,"""-0.87940752122292176196083346439991146326065063,37.1610""",0.52,773,21.5,Wheat,110,906,0,0,1.15,114609.0,23895,621,12.3,43981,25
FARM_7456,"""-2.67539187062773820002803404349833726882934570,36.5307""",0.87,806,24.5,Tomatoes,72,622,3,0,1.98,88672.32,18319,719,11.2,37649,18
FARM_7457,"""4.28399956991094033043054878362454473972320557,34.7764""",0.35,647,18.9,Coffee,260,3536,2,0,0.6,551616.0,108847,641,13.2,216279,28
FARM_7458,"""-3.48510025151655433717223786516115069389343262,37.4613""",0.65,619,19.1,Coconut,107,671,0,0,1.22,87592.34,5106,760,10.7,38687,19
FARM_7459,"""-1.24191790353229913890231728146318346261978149,36.7049""",0.89,872,23.2,Vegetables,40,5207,1,0,1.15,239522.0,40760,578,14.4,87625,20
FARM_7460,"""-4.45969755835389580767014194861985743045806885,34.9810""",0.46,637,22.2,Sorghum,31,4015,2,0,0.7,87125.5,9661,667,11.3,35104,20
FARM_7461,"""-2.63745072501801836040158377727493643760681152,36.3689""",0.82,432,24.6,Tea,327,371,3,0,0.78,94627.26,8396,574,16.1,34460,24
FARM_7462,"""2.55838158693544137634034996153786778450012207,41.0915""",0.8,621,21.3,Cotton,219,2633,1,0,1.07,616990.89,77241,590,14.2,228801,26
FARM_7463,"""-2.82907033971342114497815600770991295576095581,36.4164""",0.44,695,23.9,Tomatoes,72,352,1,0,1.17,29652.48,6155,781,9.8,13356,16
FARM_7464,"""-3.95541035648061978236000868491828441619873047,39.7116""",0.27,786,12.0,Cotton,121,649,0,0,0.95,74602.55,5622,626,13.0,28784,11
FARM_7465,"""-0.28758542744593285078735789284110069274902344,38.8964""",0.32,749,19.4,Sugarcane,74,8777,1,1,1.91,1240541.18,141515,681,13.3,507071,33
FARM_7466,"""-4.60728611696897782934456699877046048641204834,37.4174""",0.46,370,22.1,Tea,286,1615,3,1,1.37,632789.3,76400,746,11.3,275791,17
FARM_7467,"""-3.91167476383510148707500775344669818878173828,35.9122""",0.87,825,21.6,Coconut,108,900,0,0,1.42,138024.0,10374,651,10.9,54692,14
FARM_7468,"""2.81092058693566926308449183125048875808715820,36.9521""",0.39,648,22.5,Wheat,96,564,2,0,0.95,51436.8,3975,747,10.2,22439,25
FARM_7469,"""2.47470210719434025037344326847232878208160400,38.7369""",0.85,559,25.1,Potatoes,95,5540,3,0,2.29,1205227.0,112380,689,9.8,496654,14
FARM_7470,"""3.81079102976553318882224630215205252170562744,36.8060""",0.33,934,20.2,Cotton,170,5009,2,0,1.12,953713.6,167855,576,15.9,348105,16
FARM_7471,"""3.24699355396997102474188068299554288387298584,35.7192""",0.88,519,23.1,Sugarcane,139,1986,0,0,1.52,419602.08,56414,811,8.9,194241,17
FARM_7472,"""1.65353273813030821060010566725395619869232178,34.9317""",0.41,1146,21.2,Maize,119,2235,1,0,0.8,212772.0,53125,809,10.6,98318,21
FARM_7473,"""-4.21330442710383579196786740794777870178222656,41.0381""",0.64,1122,23.6,Beans,155,2248,1,0,1.18,411159.2,33549,588,14.5,152129,25
FARM_7474,"""2.58049214727591547102747426833957433700561523,37.5225""",0.25,952,23.7,Maize,115,2291,1,0,0.97,255561.05,16472,751,11.4,111914,34
FARM_7475,"""3.16325054081721290799578127916902303695678711,39.0017""",0.41,532,18.1,Coconut,52,3542,2,0,0.98,180500.32,43885,609,14.0,68364,31
FARM_7476,"""2.73146395567917732449814138817600905895233154,37.9233""",0.35,843,23.2,Coconut,64,931,1,0,1.0,59584.0,11126,710,13.6,25075,11
FARM_7477,"""0.02885502836464226561474788468331098556518555,40.9805""",0.2,767,24.1,Sugarcane,137,377,2,2,1.48,76440.52,6225,451,17.9,23920,26
FARM_7478,"""-2.53401290055982064686190824431832879781723022,38.3755""",0.31,520,22.5,Sorghum,71,5725,2,0,0.66,268273.5,56142,571,15.0,97361,19
FARM_7479,"""3.16156877390515855807961997925303876399993896,37.8463""",0.62,967,23.3,Coffee,257,566,1,0,0.55,80004.1,10364,549,16.7,28301,11
FARM_7480,"""2.06261413058328813008301949594169855117797852,41.3968""",0.47,700,22.6,Potatoes,105,3133,1,0,2.23,733591.95,142399,591,15.3,272346,34
FARM_7481,"""4.42107892181631978445466302218846976757049561,39.7575""",0.71,100,19.3,Maize,95,2425,2,0,0.66,152047.5,19460,418,16.8,45488,18
FARM_7482,"""-3.25205884086982388581077429989818483591079712,34.8924""",0.67,1070,20.4,Potatoes,50,1279,1,0,2.1,134295.0,24079,653,12.1,53326,22
FARM_7483,"""-2.60131937761588805102519472711719572544097900,35.4216""",0.76,1077,22.6,Wheat,95,884,0,0,1.36,114212.8,21643,563,12.6,41069,15
FARM_7484,"""-2.73027720610202528916943265357986092567443848,40.2970""",0.81,684,21.7,Tomatoes,49,2094,3,1,1.58,162117.48,9554,502,14.4,54174,26
FARM_7485,"""2.67061983887843190643707202980294823646545410,40.6868""",0.77,855,19.7,Beans,114,5691,1,0,0.59,382776.66,33667,640,15.3,149921,27
FARM_7486,"""-2.96176214301390139382874622242525219917297363,38.3615""",0.51,786,19.6,Beans,107,473,2,0,0.79,39982.69,6683,645,11.3,15743,21
FARM_7487,"""-4.08006358264325363904845289653167128562927246,38.4356""",0.42,581,21.8,Cotton,165,1597,0,0,0.63,166008.15,9800,661,12.3,66472,29
FARM_7488,"""4.58661550124634675995594079722650349140167236,39.0555""",0.55,1367,17.1,Coconut,84,9302,2,0,1.29,1007964.72,107393,630,15.4,390586,29
FARM_7489,"""-4.46919993356011335805533235543407499790191650,37.5129""",0.57,546,20.3,Tea,283,3514,1,0,0.94,934794.28,210453,685,12.9,383655,17
FARM_7490,"""3.06776975947745089712270782911218702793121338,39.4416""",0.42,713,26.4,Wheat,89,533,2,0,0.55,26090.35,5339,574,17.4,9501,22
FARM_7491,"""-1.30208837357892903696665598545223474502563477,34.8679""",0.58,420,22.9,Coffee,423,754,2,0,1.08,344457.36,71319,744,11.2,149839,25
FARM_7492,"""3.12702377574768242141090013319626450538635254,41.6902""",0.27,914,20.4,Coconut,44,4163,0,0,1.37,250945.64,14123,583,13.4,92327,27
FARM_7493,"""0.45797056826364812565088868723250925540924072,40.0012""",0.36,873,20.4,Tomatoes,53,485,1,0,1.32,33930.6,4755,790,10.4,15410,13
FARM_7494,"""3.68517043422315015988033337634988129138946533,39.0494""",0.72,915,30.4,Coconut,62,1234,0,0,0.97,74212.76,16315,581,13.5,27242,19
FARM_7495,"""3.91359477365602881349104791297577321529388428,36.5306""",0.33,395,21.9,Tomatoes,70,874,2,0,1.25,76475.0,7614,718,12.0,32438,23
FARM_7496,"""-4.61538691408878332111953568528406322002410889,35.2876""",0.3,769,23.9,Potatoes,70,1495,1,1,2.21,231276.5,54468,549,14.3,81814,21
FARM_7497,"""-3.99866676326706915745035075815394520759582520,37.2747""",0.4,798,19.5,Beans,158,3846,4,0,0.61,370677.48,20083,669,14.4,149661,16
FARM_7498,"""-2.37166381499104428343116524047218263149261475,39.2926""",0.46,371,23.7,Maize,105,1450,2,0,1.04,158340.0,32268,773,9.6,70791,17
FARM_7499,"""1.52463337218056604882576721138320863246917725,39.0697""",0.43,798,17.2,Cotton,157,1059,0,0,0.93,154624.59,8477,639,14.2,60497,16
FARM_7500,"""3.56093142755700586832290355232544243335723877,37.0611""",0.46,538,20.6,Sugarcane,129,1955,1,0,2.35,592658.25,71210,644,12.4,233112,18
FARM_7501,"""-0.42253985296614615663202130235731601715087891,38.9063""",0.3,625,21.0,Cotton,190,1661,1,0,0.52,164106.8,40826,610,13.7,62224,17
FARM_7502,"""0.94484998135066877722465505939908325672149658,40.5100""",0.32,844,14.5,Wheat,93,723,2,0,1.39,93462.21,15582,553,14.7,33218,36
FARM_7503,"""-2.94695136900128140666765830246731638908386230,34.2103""",0.37,750,23.6,Coconut,117,1112,2,0,1.13,147017.52,32417,585,14.3,54213,6
